num_requested	order	tree_oscore	idea_oscore
100.0	64	0.99334885267708684	0.99966744263385432
100.0	66	0.99667442633854342	0.99900232790156307
100.0	67	0.99933488526770864	0.99933488526770864
100.0	69	0.99900232790156307	0.99900232790156307
100.0	71	0.99966744263385432	0.99966744263385432
100.0	73	0.96009311606252079	0.99933488526770864
100.0	74	0.99667442633854342	0.99933488526770864
100.0	75	0.99900232790156307	0.99966744263385432
100.0	77	0.99900232790156307	0.99900232790156307
100.0	78	0.99900232790156307	0.99900232790156307
100.0	79	0.99866977053541739	0.99966744263385432
100.0	80	0.97006983704689054	0.99966744263385432
100.0	83	0.96009311606252079	0.99866977053541739
100.0	84	0.99933488526770864	0.99966744263385432
100.0	86	0.96009311606252079	0.99800465580312603
100.0	88	0.96009311606252079	0.99800465580312603
100.0	90	0.96009311606252079	0.99800465580312603
100.0	89	0.96009311606252079	0.99933488526770864
100.0	91	0.96009311606252079	0.99833721316927171
100.0	92	0.96009311606252079	0.99933488526770864
100.0	93	0.96009311606252079	0.99933488526770864
100.0	94	0.96009311606252079	0.99966744263385432
100.0	95	0.96009311606252079	0.99966744263385432
100.0	98	0.99966744263385432	0.99966744263385432
75.0	2	0.97006983704689054	0.98237445959428005
75.0	1	0.96441636182241441	0.97904888593282346
75.0	58	0.96441636182241441	0.97904888593282346
75.0	54	0.99434652477552377	0.99800465580312603
75.0	15	0.99534419687396081	0.99800465580312603
75.0	49	0.99667442633854342	0.99667442633854342
75.0	50	0.96009311606252079	0.99833721316927171
75.0	63	0.96009311606252079	0.99667442633854342
75.0	5	0.96009311606252079	0.99767209843698035
75.0	12	0.96009311606252079	0.99800465580312603
75.0	0	0.94346524775523777	0.99168606584635854
75.0	41	0.94346524775523777	0.98570003325573663
75.0	65	0.94346524775523777	0.98570003325573663
75.0	14	0.94346524775523777	0.99733954107083467
75.0	61	0.99168606584635854	0.99900232790156307
75.0	11	0.9906883937479215	0.99434652477552377
75.0	48	0.9461257066844031	0.99301629531094115
75.0	56	0.96940472231459929	0.98969072164948457
75.0	28	0.98503491852344527	0.99767209843698035
75.0	8	0.98237445959428005	0.99268373794479547
75.0	25	0.94346524775523777	0.99866977053541739
75.0	55	0.9461257066844031	0.99634186897239774
75.0	52	0.967741935483871	0.99933488526770864
75.0	4	0.97904888593282346	0.99434652477552377
75.0	24	0.95876288659793818	0.99600931160625206
75.0	9	0.95743265713335546	0.99501163950781513
75.0	30	0.99634186897239774	0.99667442633854342
75.0	31	0.99634186897239774	0.99667442633854342
75.0	62	0.99634186897239774	0.99667442633854342
75.0	67	0.99634186897239774	0.99667442633854342
75.0	19	0.99767209843698035	0.99833721316927171
75.0	10	0.99900232790156307	0.99933488526770864
75.0	59	0.99501163950781513	0.99567675424010638
75.0	22	0.99634186897239774	0.99667442633854342
75.0	57	0.9461257066844031	0.99634186897239774
75.0	16	0.99933488526770864	0.99933488526770864
75.0	3	0.9800465580312604	0.99534419687396081
75.0	26	0.99301629531094115	0.99900232790156307
75.0	34	0.99301629531094115	0.99900232790156307
75.0	47	0.98237445959428005	0.99866977053541739
75.0	17	0.99401396740937809	0.99833721316927171
75.0	60	0.96441636182241441	0.99733954107083467
75.0	45	0.99933488526770864	0.99933488526770864
75.0	70	0.99900232790156307	0.99933488526770864
75.0	44	0.99933488526770864	0.99933488526770864
75.0	68	0.96009311606252079	0.99933488526770864
75.0	6	0.99634186897239774	0.99900232790156307
75.0	7	0.99800465580312603	0.99966744263385432
75.0	13	0.99667442633854342	0.99966744263385432
75.0	18	0.99866977053541739	0.99966744263385432
75.0	20	0.99401396740937809	0.99966744263385432
75.0	21	0.94346524775523777	0.99966744263385432
75.0	23	0.99733954107083467	0.99966744263385432
75.0	27	0.99301629531094115	0.99966744263385432
75.0	29	0.99966744263385432	0.99966744263385432
75.0	32	0.99966744263385432	0.99966744263385432
75.0	33	0.99866977053541739	0.99966744263385432
75.0	35	0.99401396740937809	0.99966744263385432
75.0	36	0.99168606584635854	0.99966744263385432
75.0	37	0.99401396740937809	0.99966744263385432
75.0	38	0.99833721316927171	0.99833721316927171
75.0	39	0.99966744263385432	0.99966744263385432
75.0	40	0.96441636182241441	0.99966744263385432
75.0	42	0.99767209843698035	0.99966744263385432
75.0	43	0.99866977053541739	0.99966744263385432
75.0	46	0.99168606584635854	0.99900232790156307
75.0	51	0.96009311606252079	0.99966744263385432
75.0	53	0.99733954107083467	0.99866977053541739
75.0	64	0.97904888593282346	0.99966744263385432
75.0	66	0.95876288659793818	0.99933488526770864
75.0	69	0.99667442633854342	0.99933488526770864
75.0	71	0.99434652477552377	0.99966744263385432
75.0	72	0.99301629531094115	0.99933488526770864
75.0	73	0.94346524775523777	0.99966744263385432
75.0	74	0.98237445959428005	0.99966744263385432
100.0	9	0.97006983704689054	0.98237445959428005
100.0	73	0.967741935483871	0.99567675424010638
100.0	46	0.967741935483871	0.99667442633854342
100.0	1	0.96441636182241441	0.97904888593282346
100.0	7	0.96441636182241441	0.97904888593282346
100.0	17	0.99434652477552377	0.99800465580312603
100.0	6	0.99534419687396081	0.99800465580312603
100.0	37	0.99933488526770864	0.99933488526770864
100.0	44	0.99667442633854342	0.99667442633854342
100.0	67	0.96009311606252079	0.99667442633854342
100.0	41	0.96009311606252079	0.99800465580312603
100.0	16	0.94346524775523777	0.99168606584635854
100.0	3	0.94346524775523777	0.98570003325573663
100.0	21	0.94346524775523777	0.98570003325573663
100.0	12	0.99634186897239774	0.99800465580312603
100.0	32	0.99800465580312603	0.99833721316927171
100.0	4	0.95876288659793818	0.98802793481875628
100.0	2	0.97339541070834723	0.98071167276355176
100.0	5	0.97339541070834723	0.98071167276355176
100.0	29	0.98570003325573663	0.99401396740937809
100.0	15	0.99401396740937809	0.99534419687396081
100.0	43	0.9906883937479215	0.99434652477552377
100.0	47	0.9800465580312604	0.99600931160625206
100.0	89	0.99567675424010638	0.99567675424010638
100.0	64	0.99002327901563014	0.99168606584635854
100.0	59	0.99135350848021286	0.99268373794479547
100.0	40	0.99467908214166945	0.99567675424010638
100.0	0	0.98503491852344527	0.99667442633854342
100.0	22	0.98237445959428005	0.99268373794479547
100.0	18	0.99634186897239774	0.99933488526770864
100.0	8	0.98669770535417356	0.99667442633854342
100.0	97	0.98503491852344527	0.99667442633854342
100.0	84	0.95876288659793818	0.99600931160625206
100.0	33	0.99434652477552377	0.99900232790156307
100.0	36	0.97006983704689054	0.99900232790156307
100.0	87	0.9737279680744928	0.99866977053541739
100.0	51	0.99567675424010638	0.99567675424010638
100.0	26	0.95743265713335546	0.99501163950781513
100.0	63	0.99567675424010638	0.99767209843698035
100.0	13	0.99833721316927171	0.99833721316927171
100.0	98	0.96009311606252079	0.99800465580312603
100.0	55	0.99501163950781513	0.99567675424010638
100.0	14	0.99866977053541739	0.99933488526770864
100.0	30	0.99634186897239774	0.99667442633854342
100.0	88	0.99634186897239774	0.99667442633854342
100.0	25	0.99467908214166945	0.99733954107083467
100.0	45	0.98204190222813437	0.99767209843698035
100.0	71	0.97904888593282346	0.99833721316927171
100.0	96	0.98204190222813437	0.99634186897239774
100.0	39	0.98204190222813437	0.99733954107083467
100.0	83	0.96009311606252079	0.99833721316927171
100.0	24	0.98237445959428005	0.99866977053541739
100.0	93	0.94346524775523777	0.99933488526770864
100.0	23	0.99401396740937809	0.99833721316927171
100.0	90	0.99634186897239774	0.99900232790156307
100.0	94	0.98204190222813437	0.99933488526770864
100.0	54	0.97904888593282346	0.99933488526770864
100.0	69	0.96009311606252079	0.99900232790156307
100.0	95	0.99434652477552377	0.99866977053541739
100.0	72	0.96009311606252079	0.99933488526770864
100.0	99	0.96009311606252079	0.99800465580312603
100.0	61	0.99833721316927171	0.99833721316927171
100.0	31	0.99667442633854342	0.99933488526770864
100.0	76	0.97904888593282346	0.99800465580312603
100.0	38	0.96009311606252079	0.99733954107083467
100.0	80	0.96009311606252079	0.99933488526770864
100.0	75	0.96009311606252079	0.99933488526770864
100.0	66	0.96009311606252079	0.99866977053541739
100.0	10	0.99634186897239774	0.99866977053541739
100.0	11	0.99235118057864979	0.99866977053541739
100.0	19	0.98237445959428005	0.99866977053541739
100.0	20	0.99534419687396081	0.99966744263385432
100.0	27	0.99600931160625206	0.99933488526770864
100.0	28	0.99966744263385432	0.99966744263385432
100.0	34	0.99334885267708684	0.99966744263385432
100.0	35	0.98669770535417356	0.99966744263385432
100.0	42	0.9737279680744928	0.9970069837046891
100.0	48	0.95876288659793818	0.99966744263385432
100.0	49	0.99966744263385432	0.99966744263385432
100.0	50	0.99966744263385432	0.99966744263385432
100.0	52	0.99733954107083467	0.99966744263385432
100.0	53	0.99966744263385432	0.99966744263385432
100.0	56	0.99966744263385432	0.99966744263385432
100.0	57	0.95876288659793818	0.99966744263385432
100.0	58	0.99434652477552377	0.99966744263385432
100.0	60	0.99235118057864979	0.99966744263385432
100.0	62	0.99900232790156307	0.99933488526770864
100.0	65	0.9906883937479215	0.99800465580312603
100.0	68	0.97904888593282346	0.99966744263385432
100.0	70	0.99900232790156307	0.99933488526770864
100.0	74	0.96009311606252079	0.99966744263385432
100.0	77	0.96940472231459929	0.99800465580312603
100.0	78	0.97006983704689054	0.99933488526770864
100.0	79	0.99966744263385432	0.99966744263385432
100.0	81	0.96009311606252079	0.99966744263385432
100.0	82	0.9461257066844031	0.99900232790156307
100.0	92	0.9461257066844031	0.99900232790156307
100.0	85	0.96009311606252079	0.99966744263385432
100.0	86	0.96009311606252079	0.99900232790156307
100.0	91	0.99966744263385432	0.99966744263385432
100.0	99	0.97006983704689054	0.98237445959428005
100.0	2	0.94346524775523777	0.98570003325573663
100.0	10	0.94346524775523777	0.98570003325573663
100.0	3	0.95743265713335546	0.98669770535417356
100.0	16	0.98570003325573663	0.99401396740937809
100.0	98	0.9906883937479215	0.99434652477552377
100.0	64	0.99002327901563014	0.99168606584635854
100.0	65	0.99567675424010638	0.99634186897239774
100.0	9	0.98237445959428005	0.99268373794479547
100.0	53	0.97006983704689054	0.99733954107083467
100.0	15	0.95743265713335546	0.99035583638177582
100.0	22	0.97904888593282346	0.99434652477552377
100.0	43	0.95876288659793818	0.99600931160625206
100.0	0	0.97805121383438642	0.99401396740937809
100.0	1	0.97805121383438642	0.99401396740937809
100.0	92	0.9737279680744928	0.99900232790156307
100.0	91	0.99767209843698035	0.99767209843698035
100.0	96	0.99767209843698035	0.99767209843698035
100.0	18	0.9800465580312604	0.99866977053541739
100.0	19	0.9800465580312604	0.99866977053541739
100.0	72	0.9800465580312604	0.99866977053541739
100.0	26	0.99434652477552377	0.99933488526770864
100.0	55	0.99567675424010638	0.99567675424010638
100.0	56	0.99567675424010638	0.99567675424010638
100.0	81	0.99900232790156307	0.99900232790156307
100.0	8	0.98237445959428005	0.99733954107083467
100.0	12	0.98237445959428005	0.99733954107083467
100.0	21	0.99866977053541739	0.99900232790156307
100.0	94	0.99866977053541739	0.99900232790156307
100.0	63	0.99501163950781513	0.99567675424010638
100.0	68	0.99501163950781513	0.99567675424010638
100.0	13	0.99634186897239774	0.99667442633854342
100.0	41	0.99467908214166945	0.99733954107083467
100.0	33	0.98204190222813437	0.99767209843698035
100.0	66	0.98204190222813437	0.99634186897239774
100.0	36	0.98204190222813437	0.99733954107083467
100.0	20	0.9800465580312604	0.99534419687396081
100.0	44	0.99733954107083467	0.99800465580312603
100.0	50	0.99733954107083467	0.99800465580312603
100.0	51	0.99733954107083467	0.99800465580312603
100.0	4	0.96441636182241441	0.99733954107083467
100.0	6	0.96441636182241441	0.99900232790156307
100.0	76	0.9800465580312604	0.99933488526770864
100.0	45	0.99733954107083467	0.99900232790156307
100.0	24	0.99733954107083467	0.99900232790156307
100.0	25	0.99733954107083467	0.99900232790156307
100.0	93	0.9737279680744928	0.9970069837046891
100.0	31	0.9906883937479215	0.99800465580312603
100.0	5	0.96441636182241441	0.99933488526770864
100.0	7	0.96441636182241441	0.99966744263385432
100.0	11	0.98237445959428005	0.99966744263385432
100.0	14	0.98237445959428005	0.99900232790156307
100.0	17	0.99933488526770864	0.99966744263385432
100.0	23	0.99933488526770864	0.99966744263385432
100.0	27	0.99866977053541739	0.99966744263385432
100.0	28	0.99866977053541739	0.99966744263385432
100.0	29	0.99866977053541739	0.99966744263385432
100.0	30	0.9800465580312604	0.99966744263385432
100.0	32	0.99235118057864979	0.99866977053541739
100.0	34	0.98204190222813437	0.99833721316927171
100.0	35	0.98204190222813437	0.99966744263385432
100.0	37	0.99235118057864979	0.99966744263385432
100.0	38	0.99235118057864979	0.99900232790156307
100.0	39	0.99235118057864979	0.99900232790156307
100.0	40	0.99235118057864979	0.99900232790156307
100.0	42	0.99900232790156307	0.99933488526770864
100.0	49	0.99900232790156307	0.99933488526770864
100.0	46	0.97904888593282346	0.99833721316927171
100.0	47	0.99567675424010638	0.99966744263385432
100.0	48	0.99966744263385432	0.99966744263385432
100.0	52	0.96441636182241441	0.99966744263385432
100.0	54	0.967741935483871	0.99966744263385432
100.0	57	0.99900232790156307	0.99966744263385432
100.0	58	0.99966744263385432	0.99966744263385432
100.0	59	0.98204190222813437	0.99966744263385432
100.0	60	0.99900232790156307	0.99933488526770864
100.0	61	0.98204190222813437	0.99933488526770864
100.0	62	0.99900232790156307	0.99933488526770864
100.0	67	0.98204190222813437	0.99966744263385432
100.0	69	0.99733954107083467	0.99933488526770864
100.0	70	0.99733954107083467	0.99933488526770864
100.0	71	0.95876288659793818	0.99966744263385432
100.0	73	0.99966744263385432	0.99966744263385432
100.0	74	0.99933488526770864	0.99966744263385432
100.0	75	0.99933488526770864	0.99966744263385432
100.0	77	0.99235118057864979	0.99966744263385432
100.0	78	0.99966744263385432	0.99966744263385432
100.0	79	0.9906883937479215	0.99966744263385432
100.0	80	0.97006983704689054	0.99900232790156307
100.0	82	0.99966744263385432	0.99966744263385432
100.0	83	0.99800465580312603	0.99933488526770864
100.0	84	0.99933488526770864	0.99966744263385432
100.0	85	0.98669770535417356	0.99966744263385432
100.0	86	0.99966744263385432	0.99966744263385432
100.0	87	0.9737279680744928	0.99966744263385432
100.0	88	0.97006983704689054	0.99933488526770864
100.0	89	0.99966744263385432	0.99966744263385432
100.0	90	0.99235118057864979	0.99933488526770864
100.0	95	0.99634186897239774	0.99966744263385432
100.0	97	0.98503491852344527	0.99966744263385432
100.0	11	0.97006983704689054	0.98237445959428005
100.0	51	0.967741935483871	0.99567675424010638
100.0	80	0.94346524775523777	0.99168606584635854
100.0	17	0.94346524775523777	0.98570003325573663
100.0	94	0.94346524775523777	0.99733954107083467
100.0	74	0.99501163950781513	0.99833721316927171
100.0	15	0.97339541070834723	0.98071167276355176
100.0	6	0.9906883937479215	0.99434652477552377
100.0	7	0.9800465580312604	0.99600931160625206
100.0	5	0.99301629531094115	0.99301629531094115
100.0	9	0.98436980379115402	0.99866977053541739
100.0	82	0.98436980379115402	0.99866977053541739
100.0	96	0.99135350848021286	0.99268373794479547
100.0	16	0.97805121383438642	0.9936814100432324
100.0	44	0.9461257066844031	0.99634186897239774
100.0	21	0.98436980379115402	0.99833721316927171
100.0	52	0.9876953774526106	0.99933488526770864
100.0	50	0.967741935483871	0.99767209843698035
100.0	85	0.9876953774526106	0.9970069837046891
100.0	40	0.9737279680744928	0.9970069837046891
100.0	35	0.9737279680744928	0.99800465580312603
100.0	18	0.967741935483871	0.99434652477552377
100.0	55	0.99767209843698035	0.99833721316927171
100.0	56	0.99767209843698035	0.99833721316927171
100.0	38	0.97805121383438642	0.99634186897239774
100.0	61	0.9876953774526106	0.99900232790156307
100.0	27	0.9906883937479215	0.9906883937479215
100.0	28	0.9906883937479215	0.9906883937479215
100.0	43	0.99634186897239774	0.99667442633854342
100.0	45	0.99634186897239774	0.99667442633854342
100.0	99	0.99634186897239774	0.99667442633854342
100.0	30	0.99833721316927171	0.99833721316927171
100.0	26	0.99467908214166945	0.99733954107083467
100.0	95	0.95876288659793818	0.99866977053541739
100.0	33	0.98204190222813437	0.99733954107083467
100.0	62	0.9461257066844031	0.99634186897239774
100.0	25	0.99866977053541739	0.99866977053541739
100.0	41	0.99933488526770864	0.99933488526770864
100.0	47	0.99534419687396081	0.99900232790156307
100.0	87	0.99933488526770864	0.99933488526770864
100.0	24	0.99933488526770864	0.99933488526770864
100.0	19	0.95876288659793818	0.99933488526770864
100.0	23	0.97904888593282346	0.99800465580312603
100.0	20	0.98436980379115402	0.99900232790156307
100.0	8	0.98436980379115402	0.99634186897239774
100.0	48	0.98436980379115402	0.99634186897239774
100.0	49	0.98436980379115402	0.99634186897239774
100.0	84	0.98436980379115402	0.99634186897239774
100.0	34	0.98204190222813437	0.99833721316927171
100.0	0	0.98436980379115402	0.99933488526770864
100.0	1	0.98436980379115402	0.99933488526770864
100.0	2	0.9876953774526106	0.99866977053541739
100.0	3	0.9876953774526106	0.99866977053541739
100.0	4	0.9876953774526106	0.99866977053541739
100.0	10	0.97006983704689054	0.99933488526770864
100.0	12	0.97006983704689054	0.99933488526770864
100.0	13	0.99966744263385432	0.99966744263385432
100.0	14	0.98370468905886266	0.99966744263385432
100.0	22	0.9737279680744928	0.99900232790156307
100.0	29	0.98503491852344527	0.99833721316927171
100.0	31	0.95876288659793818	0.99933488526770864
100.0	32	0.99235118057864979	0.99966744263385432
100.0	36	0.98204190222813437	0.99966744263385432
100.0	37	0.99933488526770864	0.99933488526770864
100.0	59	0.99933488526770864	0.99933488526770864
100.0	39	0.97339541070834723	0.99966744263385432
100.0	42	0.99235118057864979	0.99966744263385432
100.0	46	0.99634186897239774	0.99966744263385432
100.0	53	0.99900232790156307	0.99933488526770864
100.0	54	0.9876953774526106	0.99800465580312603
100.0	57	0.98503491852344527	0.99966744263385432
100.0	58	0.99733954107083467	0.99966744263385432
100.0	60	0.99966744263385432	0.99966744263385432
100.0	63	0.9876953774526106	0.99966744263385432
100.0	64	0.98503491852344527	0.99933488526770864
100.0	65	0.98503491852344527	0.99933488526770864
100.0	66	0.98503491852344527	0.99966744263385432
100.0	67	0.98503491852344527	0.99966744263385432
100.0	68	0.99733954107083467	0.99966744263385432
100.0	69	0.99733954107083467	0.99966744263385432
100.0	70	0.99733954107083467	0.99966744263385432
100.0	71	0.99733954107083467	0.99966744263385432
100.0	72	0.99733954107083467	0.99966744263385432
100.0	73	0.99966744263385432	0.99966744263385432
100.0	75	0.95876288659793818	0.99966744263385432
100.0	76	0.95876288659793818	0.99966744263385432
100.0	77	0.967741935483871	0.99900232790156307
100.0	78	0.99966744263385432	0.99966744263385432
100.0	79	0.94346524775523777	0.99966744263385432
100.0	81	0.97904888593282346	0.99966744263385432
100.0	83	0.98204190222813437	0.99966744263385432
100.0	86	0.95876288659793818	0.99800465580312603
100.0	88	0.99800465580312603	0.99900232790156307
100.0	89	0.99900232790156307	0.99966744263385432
100.0	90	0.99933488526770864	0.99933488526770864
100.0	91	0.99434652477552377	0.99966744263385432
100.0	92	0.99334885267708684	0.99966744263385432
100.0	93	0.99434652477552377	0.99966744263385432
100.0	97	0.99733954107083467	0.99966744263385432
100.0	98	0.99966744263385432	0.99966744263385432
100.0	0	0.97006983704689054	0.98237445959428005
100.0	2	0.96940472231459929	0.99434652477552377
100.0	91	0.96940472231459929	0.99434652477552377
100.0	71	0.96009311606252079	0.99667442633854342
100.0	47	0.99800465580312603	0.99833721316927171
100.0	9	0.95876288659793818	0.98802793481875628
100.0	33	0.97339541070834723	0.98071167276355176
100.0	81	0.97339541070834723	0.98071167276355176
100.0	63	0.95743265713335546	0.98669770535417356
100.0	76	0.95743265713335546	0.98669770535417356
100.0	7	0.99235118057864979	0.99767209843698035
100.0	18	0.99235118057864979	0.99767209843698035
100.0	14	0.98570003325573663	0.99401396740937809
100.0	69	0.9906883937479215	0.99434652477552377
100.0	98	0.967741935483871	0.99800465580312603
100.0	12	0.9461257066844031	0.99301629531094115
100.0	40	0.99567675424010638	0.99567675424010638
100.0	41	0.99567675424010638	0.99567675424010638
100.0	4	0.99301629531094115	0.99301629531094115
100.0	21	0.99002327901563014	0.99168606584635854
100.0	10	0.99567675424010638	0.99634186897239774
100.0	27	0.99135350848021286	0.99268373794479547
100.0	28	0.99135350848021286	0.99268373794479547
100.0	78	0.99467908214166945	0.99567675424010638
100.0	79	0.99467908214166945	0.99567675424010638
100.0	37	0.98370468905886266	0.98736282008646492
100.0	59	0.98669770535417356	0.99667442633854342
100.0	6	0.98503491852344527	0.99667442633854342
100.0	1	0.98436980379115402	0.99833721316927171
100.0	5	0.99600931160625206	0.99634186897239774
100.0	93	0.967741935483871	0.99900232790156307
100.0	32	0.95876288659793818	0.99600931160625206
100.0	35	0.9737279680744928	0.99800465580312603
100.0	38	0.967741935483871	0.99434652477552377
100.0	92	0.967741935483871	0.99866977053541739
100.0	68	0.9737279680744928	0.99900232790156307
100.0	25	0.9800465580312604	0.99866977053541739
100.0	65	0.96940472231459929	0.9970069837046891
100.0	42	0.99567675424010638	0.99567675424010638
100.0	39	0.9461257066844031	0.99900232790156307
100.0	49	0.9906883937479215	0.9906883937479215
100.0	50	0.9906883937479215	0.9906883937479215
100.0	51	0.9906883937479215	0.9906883937479215
100.0	61	0.9906883937479215	0.9906883937479215
100.0	55	0.99501163950781513	0.99567675424010638
100.0	13	0.9461257066844031	0.99933488526770864
100.0	20	0.99002327901563014	0.99866977053541739
100.0	30	0.98204190222813437	0.99733954107083467
100.0	99	0.98204190222813437	0.99933488526770864
100.0	67	0.9737279680744928	0.9970069837046891
100.0	29	0.9737279680744928	0.99866977053541739
100.0	45	0.96940472231459929	0.99833721316927171
100.0	75	0.99833721316927171	0.99833721316927171
100.0	86	0.99833721316927171	0.99833721316927171
100.0	58	0.9461257066844031	0.99833721316927171
100.0	88	0.99534419687396081	0.99933488526770864
100.0	85	0.99467908214166945	0.99767209843698035
100.0	48	0.967741935483871	0.99900232790156307
100.0	56	0.9737279680744928	0.9970069837046891
100.0	22	0.9906883937479215	0.99800465580312603
100.0	23	0.9906883937479215	0.99800465580312603
100.0	72	0.96009311606252079	0.99900232790156307
100.0	31	0.98204190222813437	0.99833721316927171
100.0	46	0.97904888593282346	0.99833721316927171
100.0	97	0.99900232790156307	0.99933488526770864
100.0	64	0.99900232790156307	0.99933488526770864
100.0	96	0.99800465580312603	0.99900232790156307
100.0	3	0.97904888593282346	0.99900232790156307
100.0	8	0.95876288659793818	0.99966744263385432
100.0	11	0.99634186897239774	0.99933488526770864
100.0	15	0.99467908214166945	0.99966744263385432
100.0	16	0.99933488526770864	0.99966744263385432
100.0	17	0.98436980379115402	0.99900232790156307
100.0	19	0.99966744263385432	0.99966744263385432
100.0	24	0.99634186897239774	0.99933488526770864
100.0	26	0.9800465580312604	0.99966744263385432
100.0	34	0.99833721316927171	0.99933488526770864
100.0	36	0.9737279680744928	0.99933488526770864
100.0	43	0.99733954107083467	0.99966744263385432
100.0	44	0.99733954107083467	0.99933488526770864
100.0	52	0.97006983704689054	0.99966744263385432
100.0	53	0.97006983704689054	0.99933488526770864
100.0	54	0.98669770535417356	0.99966744263385432
100.0	57	0.95743265713335546	0.99866977053541739
100.0	60	0.98503491852344527	0.99966744263385432
100.0	62	0.95876288659793818	0.99933488526770864
100.0	66	0.99966744263385432	0.99966744263385432
100.0	70	0.967741935483871	0.99966744263385432
100.0	73	0.99833721316927171	0.99933488526770864
100.0	74	0.99800465580312603	0.99866977053541739
100.0	77	0.9800465580312604	0.99966744263385432
100.0	80	0.98669770535417356	0.99966744263385432
100.0	82	0.99733954107083467	0.99966744263385432
100.0	83	0.99900232790156307	0.99966744263385432
100.0	84	0.99966744263385432	0.99966744263385432
100.0	87	0.99534419687396081	0.99966744263385432
100.0	89	0.9461257066844031	0.99866977053541739
100.0	90	0.97006983704689054	0.99966744263385432
100.0	94	0.99933488526770864	0.99933488526770864
100.0	95	0.99900232790156307	0.99933488526770864
10.0	2	0.97006983704689054	0.98237445959428005
10.0	0	0.95876288659793818	0.98802793481875628
10.0	4	0.98570003325573663	0.99401396740937809
10.0	5	0.95743265713335546	0.99035583638177582
10.0	6	0.98503491852344527	0.99667442633854342
10.0	1	0.99600931160625206	0.99634186897239774
10.0	3	0.99900232790156307	0.99966744263385432
10.0	7	0.98204190222813437	0.99966744263385432
10.0	8	0.98503491852344527	0.99966744263385432
10.0	9	0.97904888593282346	0.99966744263385432
50.0	3	0.97006983704689054	0.98237445959428005
50.0	12	0.96940472231459929	0.99434652477552377
50.0	36	0.96441636182241441	0.97904888593282346
50.0	38	0.96441636182241441	0.97904888593282346
50.0	19	0.99667442633854342	0.99667442633854342
50.0	45	0.94346524775523777	0.99168606584635854
50.0	40	0.94346524775523777	0.98570003325573663
50.0	47	0.94346524775523777	0.98570003325573663
50.0	7	0.95876288659793818	0.98802793481875628
50.0	22	0.97339541070834723	0.98071167276355176
50.0	13	0.95743265713335546	0.98669770535417356
50.0	43	0.99401396740937809	0.99534419687396081
50.0	44	0.99401396740937809	0.99534419687396081
50.0	0	0.9461257066844031	0.99301629531094115
50.0	32	0.99002327901563014	0.99168606584635854
50.0	6	0.967741935483871	0.99933488526770864
50.0	10	0.97805121383438642	0.9936814100432324
50.0	9	0.98370468905886266	0.98736282008646492
50.0	26	0.98370468905886266	0.98736282008646492
50.0	31	0.9876953774526106	0.9970069837046891
50.0	11	0.96940472231459929	0.9970069837046891
50.0	33	0.96940472231459929	0.9970069837046891
50.0	5	0.967741935483871	0.99933488526770864
50.0	39	0.96441636182241441	0.99833721316927171
50.0	15	0.96940472231459929	0.99833721316927171
50.0	2	0.98237445959428005	0.99866977053541739
50.0	42	0.96441636182241441	0.99933488526770864
50.0	23	0.98503491852344527	0.99833721316927171
50.0	24	0.95876288659793818	0.99933488526770864
50.0	29	0.9876953774526106	0.99800465580312603
50.0	30	0.9876953774526106	0.99800465580312603
50.0	8	0.99534419687396081	0.99900232790156307
50.0	34	0.98503491852344527	0.99900232790156307
50.0	1	0.94346524775523777	0.99966744263385432
50.0	4	0.98436980379115402	0.99966744263385432
50.0	14	0.9461257066844031	0.99900232790156307
50.0	16	0.96940472231459929	0.99933488526770864
50.0	17	0.967741935483871	0.99933488526770864
50.0	18	0.967741935483871	0.99900232790156307
50.0	20	0.99966744263385432	0.99966744263385432
50.0	21	0.99401396740937809	0.99966744263385432
50.0	25	0.98436980379115402	0.99966744263385432
50.0	27	0.9876953774526106	0.99933488526770864
50.0	28	0.9876953774526106	0.99933488526770864
50.0	35	0.99434652477552377	0.99966744263385432
50.0	37	0.99866977053541739	0.99933488526770864
50.0	41	0.96441636182241441	0.99966744263385432
50.0	46	0.94346524775523777	0.99966744263385432
50.0	48	0.94346524775523777	0.99966744263385432
50.0	49	0.99966744263385432	0.99966744263385432
75.0	56	0.97006983704689054	0.98237445959428005
75.0	14	0.96441636182241441	0.97904888593282346
75.0	42	0.99434652477552377	0.99800465580312603
75.0	57	0.96009311606252079	0.99667442633854342
75.0	73	0.96009311606252079	0.99767209843698035
75.0	60	0.96009311606252079	0.99800465580312603
75.0	20	0.94346524775523777	0.99168606584635854
75.0	12	0.94346524775523777	0.98570003325573663
75.0	35	0.94346524775523777	0.98570003325573663
75.0	66	0.99634186897239774	0.99800465580312603
75.0	3	0.95876288659793818	0.98802793481875628
75.0	0	0.97339541070834723	0.98071167276355176
75.0	19	0.98570003325573663	0.99401396740937809
75.0	13	0.99401396740937809	0.99534419687396081
75.0	2	0.9461257066844031	0.99301629531094115
75.0	36	0.99567675424010638	0.99567675424010638
75.0	70	0.99301629531094115	0.99301629531094115
75.0	4	0.96940472231459929	0.98969072164948457
75.0	55	0.99002327901563014	0.99168606584635854
75.0	7	0.99467908214166945	0.99567675424010638
75.0	16	0.98237445959428005	0.99268373794479547
75.0	1	0.98370468905886266	0.98736282008646492
75.0	33	0.98370468905886266	0.98736282008646492
75.0	49	0.98669770535417356	0.99667442633854342
